,token,total_count
1594,notevole,148529
2061,campionato,148518
1339,tel.,147908
1360,onere,147666
1713,giocatore,147543
1491,rientrare,147533
1466,morale,147475
1593,estate,147347
1545,estendere,146821
1568,legato,146786
1386,sanzione,146697
1474,sufficiente,146491
1596,comando,146330
1435,essenziale,146215
1357,altresì,146200
1420,giudiziario,146182
1575,cosiddetto,146176
1361,,145593
1450,schema,145562
1456,circolare,145555
1541,nascondere,145509
1458,firma,145455
1771,abitante,145172
1586,maestro,145147
1761,romanzo,145098
1618,critica,145060
1441,scheda,144616
1404,convegno,144596
1629,carica,144378
1504,ospedale,144330
1795,televisivo,144256
1390,normativo,144175
1375,venerdì,144092
1461,coscienza,144089
1478,imparare,143746
1498,agire,143593
1524,chiave,143398
1510,filosofia,143312
1537,all,143299
1536,significato,143067
1432,violazione,143023
1549,L,143005
1508,fattore,142989
1588,papa,142920
1557,difendere,142843
1717,includere,142353
1444,precisare,142120
1413,bando,142060
1489,prestare,141666
1501,valido,141588
1473,reato,141572
1640,X,141543
1422,Al,141435
1492,rischiare,141333
1707,coppia,141319
1688,contemporaneo,141312
1852,esercito,141276
1470,innovazione,141222
1495,naturalmente,141220
1401,teste|testo,141004
1436,informativo,140723
1542,associare,140687
1614,evoluzione,140544
3054,correlare,140460
1580,Andrea,140334
1554,interpretazione,139801
1641,nascita,138920
1543,caldo,138770
1457,determinazione,138560
1497,lezione,138502
1426,finalità,138455
1429,certamente,138284
1642,arrivo,137994
1595,sport,137907
1503,peraltro,137599
1521,anziano,137537
1487,tabella,137259
1490,nomina,137173
1738,nemico,137111
1583,leader,137012
1562,traffico,136946
1581,tratto,136897
1636,racconto,136803
1930,fiume,136746
1494,annuale,136744
1482,adozione,136517
1613,lettore,136501
1716,campione,136496
1578,acquisire,136496
1552,pericolo,136378
1585,insegnare,136375
1750,potenza,136363
1483,sindacato,136264
1567,comprare,136099
1710,trarre,136001
1689,sette,135826
1602,scala,135815
1539,scambio,135731
1447,deliberazione,135720
1679,femminile,135521
1448,completamente,135369
1617,poesia,135335
1561,attendere,135313
1551,avvocato,135028
1569,trasformazione,135027
1634,firmare,134988
1654,spingere,134811
1661,eliminare,134793
1477,prevenzione,134702
1619,ciclo,134470
1725,Luigi,134466
1546,mattina,134424
1502,pensione,134322
1639,coprire,134248
1632,Genova,134187
1692,sorta,133910
1459,sanità,133862
1590,pericoloso,133829
1670,dividere,133781
1631,generazione,133700
1528,ricercatore,133614
1733,'s,133530
1774,compagno,133313
1676,produttore,133265
1720,largo,133107
1538,attivare,133031
1700,dotare,133023
1934,Rai,132705
1749,armato,132556
1475,graduatoria,132354
1553,dialogo,132330
1560,medicina,132288
1476,Gesù,132276
1677,anch',132199
1531,A.,132168
1548,organico,132091
1584,dolore,132087
1572,post,132057
1493,onorevole,132051
1509,link,131885
1651,agente,131873
1742,combattere,131804
1653,Roberto,131720
1513,assunzione,131587
1577,volontario,131586
1597,richiamare,131167
1601,meccanismo,131157
1609,manifestare,131099
1655,monte,130986
1603,dettaglio,130983
1796,occidentale,130886
1600,cattivo,130859
1671,intanto,130830
1678,standard,130596
1773,confine,130596
1522,aziendale,130573
1616,cane,130497
1488,attivita'|attività,130433
1628,riunire,130246
1718,serata,130114
1496,rimare,129899
1529,finalizzare,129647
1608,qualunque,129347
1620,pesce,129045
1570,indice,128964
1672,frutto,128921
1535,scadenza,128658
1505,alcuni,128573
1558,permesso,128560
1780,battere,128470
1658,strano,128459
1520,delibera,128376
1506,lunedì,128363
1643,digitale,128360
1507,compreso,128300
1592,percentuale,128193
1838,terminare,128151
1965,oro,128035
1660,falso,128016
1623,neanche,127945
1511,esclusivamente,127835
1649,fondazione,127795
1615,tipologia,127781
1515,velocità,127548
1547,cooperazione,127323
1518,solidarietà,127135
1712,dipendere,127045
1667,rilievo,127020
1682,intervista,126778
1883,traccia,126581
1579,orientamento,126556
1711,avvicinare,126506
1525, ,126495
2077,brano,126457
1696,partenza,126380
1527,conte|conto,126318
1604,funzionamento,126282
1728,Mario,126274
1744,incidente,126263
1625,immaginare,126125
1559,idoneo,126106
1638,discutere,126099
1530,quantità,125970
1627,desiderare,125787
1534,successivamente,125492
1833,ritornare,125417
1684,passione,125213
1565,h,125121
1556,posta,125055
1659,introduzione,124862
1540,perciò,124743
1663,tirare,124656
1635,ciascuno,124529
1566,Gazzetta,124408
2123,nave,124343
1607,mancato,124324
1850,suonare,124210
1587,lavorativo,124167
1694,desiderio,123728
1831,regista,123474
1555,bel,123449
1610,soggiorno,123379
1621,illustrare,122982
1690,riserva,122924
1673,altrimenti,122451
1633,archivio,122437
1812,perfetto,122358
1770,perdita,122354
1656,rilevante,122220
1571,novità,122173
1624,spettare,122107
1790,enorme,122068
1885,sala,122048
1662,internet,122047
1739,muro,121967
1680,appuntamento,121820
1975,distruggere,121660
1647,modulo,121613
1853,differente,121345
1757,gas,121009
1788,letteratura,120934
1741,puntare,120704
1685,consigliare,120663
1745,migliaio,120631
1687,tasso,120419
1589,citato,120387
1674,correggere,120223
1630,obbligatorio,120135
1730,giudicare,120057
1900,sorgere,119970
1708,gratuito,119753
1727,tesi,119684
1695,fermo,119664
1882,quartiere,119638
1686,selezione,119604
1917,distinguere,119553
1668,G,119417
1829,dollaro,119360
1787,proprietario,119177
1777,individuo,119161
1755,ideale,119053
1752,assai,118933
1721,denunciare,118614
1715,logica,118493
1693,attuare,118453
1765,sfida,118297
1867,leggero,118263
1722,mille,118121
1734,agricoltura,118056
1612,fax,117946
1859,descrizione,117937
1691,emergenza,117923
2187,risalire,117877
1737,turistico,117732
1940,volo,117700
1709,risoluzione,117671
1772,fortuna,117529
2005,York,117507
1706,sbagliare,117506
1731,fiducia,117130
1868,identificare,117067
1683,esaminare,117053
1893,Giorgio,117009
1724,silenzio,116939
1664,integrato,116740
1897,completare,116630
1736,conseguente,116520
1823,faccia,116502
1760,ognuno,116368
1805,veicolo,116252
1723,registro,116235
1726,collegio,116179
1864,iniziale,116147
1697,efficacia,116059
1845,distribuire,115967
1703,esito,115942
1824,collocare,115935
1942,pratico,115928
1875,consistere,115902
1702,protocollo,115797
1794,godere,115724
1861,sino,115684
1714,ribadire,115564
1983,Usa,115562
1820,stanza,115493
1892,ordinare,115460
1759,inutile,115421
1978,simbolo,115318
1783,volto,115304
1681,Forum,115166
1704,immobile,114870
1701,rappresentanza,114799
1951,rapido,114777
1646,predetto,114749
1826,eccezione,114683
1675,accertamento,114663
1913,pressione,114599
1735,motivazione,114539
1652,quanti,114502
1905,montagna,114457
2030,stretto,114345
1782,bravo,114308
1937,moto,114082
1904,porto,114078
1851,freddo,114017
1753,trenta,113955
1956,rispettivo,113952
1657,giovedì,113951
1857,costante,113877
1779,impatto,113584
2335,situare,113575
1665,immediatamente,113473
2023,eleggere,113445
1973,IV,113436
1785,accedere,113378
2006,attorno,113340
1705,educativo,113335
1817,olio,113299
1763,turismo,113164
2044,cambio,113119
1996,spostare,112455
2254,sposare,112329
1862,frase,112282
1781,preparazione,112269
1808,sedere,112187
1813,colpa,112043
1748,borsa,112036
1895,segnale,112021
1963,comunista,111949
1719,problematico,111865
1799,variazione,111865
1797,atteggiamento,111856
1933,vasto,111824
1732,inserimento,111802
1899,spalla,111789
2049,for,111700
1762,vacanza,111697
1876,nucleo,111648
1801,integrare,111603
1809,esposizione,111535
1746,ringraziare,111431
1802,investire,111332
1970,liberare,111325
1803,chimico,111251
1839,altrettanto,111222
1789,ricorrere,111184
2025,rifiutare,111090
1842,impossibile,110977
1786,residente,110919
1747,stipulare,110901
2060,scrittore,110893
1815,consenso,110759
1698,queste,110750
1699,località,110730
2083,potente,110614
1837,corrispondente,110304
1751,suddetto,110284
1775,elementare,110255
1766,funzionale,110242
1843,carne,110115
1880,adulto,109983
1814,chiunque,109736
1981,impiegare,109728
1992,otto,109621
1948,frequentare,109594
1792,globale,109590
1816,riflettere,109488
1927,recuperare,109443
1776,infrastruttura,109434
1828,pomeriggio,109371
1854,felice,109270
2141,causare,109267
1901,intenzione,109095
2034,corsa,109037
1894,chiuso,109020
1768,G.,108907
1925,puro,108856
2056,pianeta,108642
1764,istanza,108628
1818,sguardo,108520
1991,generare,108498
1920,frequenza,108398
1911,test,108298
1896,vuoto,108260
2042,Luca,108258
1822,commissario,108251
1914,consegnare,108220
1798,invito,108212
1754,alunno,108135
1847,elaborare,108133
1819,miglioramento,107913
1902,visitare,107820
2086,attraversare,107804
1941,accanto,107765
2139,attaccare,107742
1791,terrorismo,107735
2033,pesante,107633
2230,tv,107632
1740,ulivo,107429
2075,caccia,107393
1846,patto,107371
1969,Stefano,107278
1870,Toscana,107273
1832,avvertire,107259
2004,Sicilia,107251
1898,mobile,107192
1804,aula,107082
1743,altre,106912
1860,neppure,106818
1806,scusare,106803
1916,primario,106749
1924,commentare,106715
1793,verbale,106660
1800,accertare,106639
1807,g,106591
1926,analogo,106550
1888,biologico,106535
1769,ordinanza,106535
1998,suono,106397
1931,finestra,106394
1903,tendenza,106320
2279,conquistare,106288
2095,cavallo,106273
1910,sentimento,106100
2110,soldato,106074
1953,registrazione,106049
2107,cantare,106035
1840,cassa,105935
1866,R,105923
1871,online,105849
1756,martedì,105809
1834,beneficio,105641
2218,Parigi,105609
1918,chiusura,105584
2090,televisione,105571
1980,testimonianza,105517
1878,soddisfare,105481
2220,pianta,105467
1939,dolce,105425
1945,scrittura,105416
1915,equilibrio,105386
1825,indispensabile,105333
1952,uguale,105260
1921,strategico,105146
1879,giustificare,105041
2225,spagnolo,105011
1865,progettazione,104961
2174,pietra,104893
1810,legislazione,104891
1841,immigrato,104810
1886,telefono,104794
2019,formato,104778
2066,composizione,104774
1881,professione,104726
1906,attento,104570
1856,esecutivo,104420
1923,alzare,104329
1946,costare,104171
2217,Spagna,104141
1986,netto,104113
2295,assieme,104107
1869,sforzo,104088
1849,emanare,103901
1778,affinché,103717
2199,matrimonio,103690
2088,reazione,103674
1873,p,103609
1890,amministratore,103595
1784,mercoledì,103434
1908,carabiniere,103350
1962,professionista,103080
1858,cd,103034
1884,M.,102870
2017,centinaio,102866
1874,F,102819
1985,secondario,102810
1976,grafico,102739
1835,f,102689
2020,Palermo,102608
1972,cifra,102544
1958,cogliere,102531
1830,datore,102446
2165,scontro,102441
1959,partecipante,102429
1912,redazione,102260
1855,predisporre,102176
2160,architettura,102128
2362,originario,102117
1979,voglia,101974
2009,ricordo,101965
1954,preoccupare,101922
2029,bloccare,101805
2146,ritirare,101740
1811,decreto-legge,101522
2119,Alessandro,101515
1929,parametro,101471
1935,finanziare,101305
1982,indietro,101278
2054,Franco,101193
1964,analizzare,101181
1967,approccio,100972
1821,pagine,100936
2432,classifica,100861
1889,esclusione,100853
1968,mamma,100849
2003,contrasto,100795
2032,saggio,100770
1999,negare,100726
1863,connesso,100683
1944,ritardo,100656
1827,decorrere,100487
2013,guardia,100455
1995,braccio,100442
2953,set,100333
2001,capitare,100312
2342,vescovo,100301
2135,albero,100221
2126,canto,100143
1872,previo,99982
2504,John,99968
2078,facilmente,99950
1957,atleta,99898
2016,bocca,99870
1877,sottosegretario,99800
1922,concordare,99757
1936,pesca,99737
1919,formulare,99673
1844,buono|ottimo,99624
1848,tutte,99500
2159,collaborare,99264
2112,cellula,99091
2028,ripresa,99087
2264,esclusivo,99061
1943,congresso,98939
1988,parziale,98774
2231,Londra,98702
1961,magistrato,98699
1974,trattato,98612
1971,Bush,98600
2250,temperatura,98594
1909,Ue,98593
2161,Africa,98508
2171,proteggere,98378
1949,elaborazione,98348
1947,sottoscrivere,98302
2177,durare,98284
2132,veloce,98233
2071,Massimo,98167
2076,suggerire,98142
1989,eppure,98128
2147,scarso,98009
2040,vertice,97826
2037,stradale,97754
1950,preventivo,97550
2035,sospendere,97516
1887,pubblicità,97497
2269,resistenza,97365
2333,ottimo,97326
2091,ispirare,97300
2031,farmaco,97168
1891,mobilità,97005
2068,debole,96784
2024,fisso,96782
2048,calcolo,96751
2260,arco,96647
1984,tesoro,96644
1994,referendum,96520
2247,villaggio,96435
2133,tradurre,96385
2041,respingere,96244
2036,circostanza,96115
2082,letto,96020
2122,accusa,95975
1907,consigliera|consigliere,95963
2241,altezza,95943
2002,scaricare,95915
1993,urbanistico,95862
2179,clima,95798
2018,citazione,95648
2145,fiore,95580
2085,tavola,95536
2115,decina,95397
2125,emettere,95356
2108,vento,95292
2067,affermazione,95287
2394,russo,95248
2268,concedere,95197
2235,indipendente,95170
1990,consorzio,95143
2280,divisione,95139
2281,greco,94974
2120,cibo,94937
2026,incremento,94930
2074,meritare,94874
2178,blog,94844
2079,infanzia,94752
2059,sospensione,94735
1928,indennità,94583
2081,federazione,94547
2038,alternativo,94518
1932,Città,94462
2109,negozio,94456
2154,apprezzare,94409
2130,pelle,94385
2151,carcere,94350
2170,sacro,94303
2226,condannare,94271
2164,alternativa,94235
2124,sesso,94102
1938,qualifica,94097
2284,formula,94062
2376,Terra,94061
2022,sperimentazione,94034
2052,chiarire,94006
2325,vincitore,93935
2064,server,93886
2127,Casa,93885
2007,rilascio,93853
2045,versare,93821
2106,prezioso,93817
2012,eventualmente,93782
2008,direttivo,93759
2191,pista,93703
2232,scoperta,93692
2099,residenza,93508
2313,marito,93473
2118,conferire,93453
2431,colonna,93449
2214,arabo,93440
2063,tavolo,93440
1955,indicare|indire,93309
2172,blocco,93226
2027,seminario,93204
2131,bellezza,93115
2039,divieto,93111
2859,band,93108
2117,filo,93009
1960,concesso,92997
2441,abitare,92973
2148,gusto,92895
2320,ponte,92890
2211,s,92809
2116,presa,92738
2101,debito,92682
2084,vietare,92664
2167,giardino,92602
1997,individuazione,92595
2000,consultazione,92584
1966,disabile,92567
2239,treno,92547
2185,intenso,92545
2021,assegnazione,92410
2246,ossia,92282
2363,comparire,92164
2242,Israele,92134
2050,coordinare,92129
2940,is,92111
2047,qual,92041
2143,radicale,92013
2093,temporaneo,91970
1977,,91943
2207,concentrare,91914
2097,innovativo,91910
2136,calcolare,91881
2270,angolo,91866
2372,onore,91748
2152,paio,91674
2134,rinnovare,91672
2014,contrattuale,91586
2011,certificato,91542
2216,tensione,91527
2015,Cgil,91490
2197,denaro,91437
2098,tassa,91419
1987,lâ,91296
2058,pervenire,91196
2321,sfruttare,90924
2184,rinunciare,90893
2072,acquisizione,90829
2162,soffrire,90712
2113,concorrenza,90706
2163,fotografia,90706
2111,importare,90650
2156,ridere,90641
2318,letterario,90589
2138,Lombardia,90586
2043,segreteria,90580
2299,decennio,90578
2062,approfondimento,90514
2182,intellettuale,90464
2355,cinese,90435
2089,comunicato,90361
2195,messa,90331
2303,legno,90303
2237,tagliare,90080
2157,ombra,90003
2051,certificazione,89923
2010,relativamente,89834
2057,appalto,89571
2204,aderire,89474
2150,natale,89457
2070,immigrazione,89434
2155,condanna,89362
2105,aggiornare,89319
2215,piatto,89304
2055,allegare,89286
2233,operaio,89278
2190,cucina,89278
2188,moda,89181
2248,esistente,89155
2374,fianco,89155
2140,imprenditore,88961
2384,miglior,88940
2181,emissione,88924
2096,seconda,88805
2206,Lazio,88617
2158,iscritto,88569
2244,atmosfera,88521
2285,incidere,88436
2100,revisione,88371
2369,bordo,88342
2046,figlia,88302
2065,ministeriale,88285
2315,Anna,88192
2102,vincolo,88189
2121,P,88162
2334,Alberto,88067
2053,,87983
2298,banda,87959
2468,raro,87915
2153,destinazione,87885
2337,turno,87822
2080,vigilanza,87814
2166,emozione,87783
2332,chilometro,87707
2229,flusso,87679
2251,traduzione,87549
2263,dispositivo,87544
2094,tariffa,87376
2129,adesione,87304
2364,quinto,87183
2245,indurre,87064
2222,malato,87053
2175,sintesi,86964
2142,tutelare,86631
2137,aggiuntivo,86471
2379,radio,86447
2265,infinito,86406
2192,conservazione,86405
2069,Posted,86395
2341,fortemente,86257
2255,temere,86232
2401,ebreo,86177
2399,Cina,86173
2209,bere,86133
2128,assicurazione,86080
2104,N.,86075
